UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
100654, 0,"R",266,"R",40,"R",53,"R",115,"R",53,"R",0,"R",5
100654,10,"R",261,"R",40,"R",53,"R",115,"R",53,"R",0,"R",0
100654,20,"R",73,"R",36,"R",29,"R",8,"R",0,"R",0,"R",0
100654,30,"R",40,"R",0,"R",6,"R",33,"R",1,"R",0,"R",0
100654,40,"R",148,"R",4,"R",18,"R",74,"R",52,"R",0,"R",0
100654,42,"R",148,"R",4,"R",18,"R",74,"R",52,"R",0,"R",0
100654,50,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
100663, 0,"R",2756,"R",787,"R",732,"R",1031,"R",206,"R",0,"R",0
100663,10,"R",2756,"R",787,"R",732,"R",1031,"R",206,"R",0,"R",0
100663,20,"R",904,"R",616,"R",288,"R",0,"R",0,"R",0,"R",0
100663,30,"R",576,"R",15,"R",132,"R",429,"R",0,"R",0,"R",0
100663,40,"R",1276,"R",156,"R",312,"R",602,"R",206,"R",0,"R",0
100663,42,"R",1276,"R",156,"R",312,"R",602,"R",206,"R",0,"R",0
100690, 0,"R",31,"R",14,"R",7,"R",6,"R",4,"R",0,"R",0
100690,10,"R",31,"R",14,"R",7,"R",6,"R",4,"R",0,"R",0
100690,40,"R",31,"R",14,"R",7,"R",6,"R",4,"R",0,"R",0
100690,42,"R",26,"R",13,"R",6,"R",4,"R",3,"R",0,"R",0
100690,43,"R",5,"R",1,"R",1,"R",2,"R",1,"R",0,"R",0
100706, 0,"R",359,"R",75,"R",87,"R",118,"R",13,"R",66,"R",0
100706,10,"R",359,"R",75,"R",87,"R",118,"R",13,"R",66,"R",0
100706,20,"R",153,"R",73,"R",79,"R",1,"R",0,"R",0,"R",0
100706,30,"R",76,"R",0,"R",1,"R",75,"R",0,"R",0,"R",0
100706,40,"R",130,"R",2,"R",7,"R",42,"R",13,"R",66,"R",0
100706,41,"R",125,"R",2,"R",7,"R",40,"R",13,"R",63,"R",0
100706,42,"R",5,"R",0,"R",0,"R",2,"R",0,"R",3,"R",0
100706,44,"R",125,"R",2,"R",7,"R",40,"R",13,"R",63,"R",0
100724, 0,"R",205,"R",59,"R",53,"R",59,"R",32,"R",0,"R",2
100724,10,"R",203,"R",59,"R",53,"R",59,"R",32,"R",0,"R",0
100724,20,"R",106,"R",59,"R",44,"R",3,"R",0,"R",0,"R",0
100724,30,"R",56,"R",0,"R",8,"R",48,"R",0,"R",0,"R",0
100724,40,"R",41,"R",0,"R",1,"R",8,"R",32,"R",0,"R",0
100724,42,"R",41,"R",0,"R",1,"R",8,"R",32,"R",0,"R",0
100724,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
100751, 0,"R",1647,"R",335,"R",438,"R",487,"R",387,"R",0,"R",0
100751,10,"R",1647,"R",335,"R",438,"R",487,"R",387,"R",0,"R",0
100751,20,"R",664,"R",301,"R",361,"R",2,"R",0,"R",0,"R",0
100751,30,"R",334,"R",18,"R",17,"R",298,"R",1,"R",0,"R",0
100751,40,"R",649,"R",16,"R",60,"R",187,"R",386,"R",0,"R",0
100751,42,"R",646,"R",16,"R",60,"R",187,"R",383,"R",0,"R",0
100751,43,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
100760, 0,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49
100760,10,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45
100760,20,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27
100760,30,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
100760,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
100760,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
100760,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
100812, 0,"R",88,"R",25,"R",33,"R",25,"R",5,"R",0,"R",0
100812,10,"R",88,"R",25,"R",33,"R",25,"R",5,"R",0,"R",0
100812,20,"R",55,"R",25,"R",28,"R",2,"R",0,"R",0,"R",0
100812,30,"R",27,"R",0,"R",5,"R",22,"R",0,"R",0,"R",0
100812,40,"R",6,"R",0,"R",0,"R",1,"R",5,"R",0,"R",0
100812,42,"R",6,"R",0,"R",0,"R",1,"R",5,"R",0,"R",0
100830, 0,"R",229,"R",56,"R",66,"R",63,"R",0,"R",39,"R",5
100830,10,"R",224,"R",56,"R",66,"R",63,"R",0,"R",39,"R",0
100830,20,"R",117,"R",56,"R",56,"R",5,"R",0,"R",0,"R",0
100830,30,"R",46,"R",0,"R",6,"R",40,"R",0,"R",0,"R",0
100830,40,"R",61,"R",0,"R",4,"R",18,"R",0,"R",39,"R",0
100830,42,"R",61,"R",0,"R",4,"R",18,"R",0,"R",39,"R",0
100830,50,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
100858, 0,"R",1466,"R",398,"R",427,"R",366,"R",63,"R",203,"R",9
100858,10,"R",1466,"R",398,"R",427,"R",366,"R",63,"R",203,"R",9
100858,20,"R",741,"R",382,"R",359,"R",0,"R",0,"R",0,"R",0
100858,30,"R",331,"R",2,"R",23,"R",306,"R",0,"R",0,"R",0
100858,40,"R",394,"R",14,"R",45,"R",60,"R",63,"R",203,"R",9
100858,43,"R",394,"R",14,"R",45,"R",60,"R",63,"R",203,"R",9
100937, 0,"R",80,"R",20,"R",19,"R",17,"R",0,"R",24,"R",0
100937,10,"R",80,"R",20,"R",19,"R",17,"R",0,"R",24,"R",0
100937,20,"R",37,"R",20,"R",17,"R",0,"R",0,"R",0,"R",0
100937,30,"R",10,"R",0,"R",2,"R",8,"R",0,"R",0,"R",0
100937,40,"R",33,"R",0,"R",0,"R",9,"R",0,"R",24,"R",0
100937,42,"R",33,"R",0,"R",0,"R",9,"R",0,"R",24,"R",0
101028, 0,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41
101028,10,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41
101028,20,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28
101028,30,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
101116, 0,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
101116,10,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
101116,40,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
101116,41,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
101116,45,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
101143, 0,"R",59,"R",0,"R",0,"R",0,"R",59,"R",0,"R",0
101143,10,"R",59,"R",0,"R",0,"R",0,"R",59,"R",0,"R",0
101143,20,"R",39,"R",0,"R",0,"R",0,"R",39,"R",0,"R",0
101143,30,"R",19,"R",0,"R",0,"R",0,"R",19,"R",0,"R",0
101143,40,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
101143,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
101161, 0,"R",178,"R",0,"R",0,"R",0,"R",0,"R",0,"R",178
101161,10,"R",178,"R",0,"R",0,"R",0,"R",0,"R",0,"R",178
101161,20,"R",133,"R",0,"R",0,"R",0,"R",0,"R",0,"R",133
101161,30,"R",44,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44
101161,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101161,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101189, 0,"R",144,"R",39,"R",29,"R",46,"R",3,"R",26,"R",1
101189,10,"R",144,"R",39,"R",29,"R",46,"R",3,"R",26,"R",1
101189,20,"R",45,"R",34,"R",11,"R",0,"R",0,"R",0,"R",0
101189,30,"R",64,"R",5,"R",12,"R",43,"R",3,"R",0,"R",1
101189,40,"R",35,"R",0,"R",6,"R",3,"R",0,"R",26,"R",0
101189,42,"R",35,"R",0,"R",6,"R",3,"R",0,"R",26,"R",0
101240, 0,"R",129,"R",0,"R",0,"R",0,"R",0,"R",0,"R",129
101240,10,"R",129,"R",0,"R",0,"R",0,"R",0,"R",0,"R",129
101240,20,"R",90,"R",0,"R",0,"R",0,"R",0,"R",0,"R",90
101240,30,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
101240,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101240,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101286, 0,"R",124,"R",0,"R",0,"R",0,"R",0,"R",0,"R",124
101286,10,"R",124,"R",0,"R",0,"R",0,"R",0,"R",0,"R",124
101286,40,"R",124,"R",0,"R",0,"R",0,"R",0,"R",0,"R",124
101286,42,"R",123,"R",0,"R",0,"R",0,"R",0,"R",0,"R",123
101286,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101295, 0,"R",123,"R",0,"R",0,"R",0,"R",0,"R",0,"R",123
101295,10,"R",123,"R",0,"R",0,"R",0,"R",0,"R",0,"R",123
101295,20,"R",84,"R",0,"R",0,"R",0,"R",0,"R",0,"R",84
101295,30,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36
101295,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101295,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101301, 0,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
101301,10,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
101301,20,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101301,30,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14
101301,40,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101301,42,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101365, 0,"R",14,"R",1,"R",0,"R",5,"R",8,"R",0,"R",0
101365,10,"R",14,"R",1,"R",0,"R",5,"R",8,"R",0,"R",0
101365,40,"R",14,"R",1,"R",0,"R",5,"R",8,"R",0,"R",0
101365,41,"R",14,"R",1,"R",0,"R",5,"R",8,"R",0,"R",0
101365,45,"R",14,"R",1,"R",0,"R",5,"R",8,"R",0,"R",0
101435, 0,"R",50,"R",17,"R",6,"R",20,"R",7,"R",0,"R",0
101435,10,"R",50,"R",17,"R",6,"R",20,"R",7,"R",0,"R",0
101435,20,"R",20,"R",16,"R",4,"R",0,"R",0,"R",0,"R",0
101435,30,"R",19,"R",0,"R",0,"R",19,"R",0,"R",0,"R",0
101435,40,"R",11,"R",1,"R",2,"R",1,"R",7,"R",0,"R",0
101435,41,"R",4,"R",0,"R",1,"R",1,"R",2,"R",0,"R",0
101435,42,"R",7,"R",1,"R",1,"R",0,"R",5,"R",0,"R",0
101435,44,"R",4,"R",0,"R",1,"R",1,"R",2,"R",0,"R",0
101453, 0,"R",6,"R",3,"R",1,"R",0,"R",2,"R",0,"R",0
101453,10,"R",6,"R",3,"R",1,"R",0,"R",2,"R",0,"R",0
101453,40,"R",6,"R",3,"R",1,"R",0,"R",2,"R",0,"R",0
101453,42,"R",6,"R",3,"R",1,"R",0,"R",2,"R",0,"R",0
101462, 0,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25
101462,10,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25
101462,20,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101462,30,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
101462,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101462,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101480, 0,"R",345,"R",93,"R",77,"R",75,"R",100,"R",0,"R",0
101480,10,"R",345,"R",93,"R",77,"R",75,"R",100,"R",0,"R",0
101480,20,"R",136,"R",83,"R",53,"R",0,"R",0,"R",0,"R",0
101480,30,"R",158,"R",10,"R",24,"R",75,"R",49,"R",0,"R",0
101480,40,"R",51,"R",0,"R",0,"R",0,"R",51,"R",0,"R",0
101480,42,"R",51,"R",0,"R",0,"R",0,"R",51,"R",0,"R",0
101505, 0,"R",135,"R",0,"R",0,"R",0,"R",0,"R",0,"R",135
101505,10,"R",135,"R",0,"R",0,"R",0,"R",0,"R",0,"R",135
101505,20,"R",104,"R",0,"R",0,"R",0,"R",0,"R",0,"R",104
101505,30,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28
101505,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101505,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101514, 0,"R",170,"R",0,"R",0,"R",0,"R",0,"R",0,"R",170
101514,10,"R",170,"R",0,"R",0,"R",0,"R",0,"R",0,"R",170
101514,20,"R",110,"R",0,"R",0,"R",0,"R",0,"R",0,"R",110
101514,30,"R",46,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46
101514,40,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14
101514,42,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
101514,43,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101569, 0,"R",81,"R",0,"R",0,"R",0,"R",0,"R",0,"R",81
101569,10,"R",81,"R",0,"R",0,"R",0,"R",0,"R",0,"R",81
101569,20,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57
101569,30,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
101587, 0,"R",118,"R",32,"R",28,"R",26,"R",23,"R",4,"R",5
101587,10,"R",116,"R",32,"R",28,"R",26,"R",23,"R",4,"R",3
101587,20,"R",67,"R",29,"R",22,"R",15,"R",0,"R",0,"R",1
101587,30,"R",13,"R",1,"R",1,"R",4,"R",4,"R",1,"R",2
101587,40,"R",36,"R",2,"R",5,"R",7,"R",19,"R",3,"R",0
101587,42,"R",4,"R",0,"R",0,"R",1,"R",2,"R",1,"R",0
101587,43,"R",32,"R",2,"R",5,"R",6,"R",17,"R",2,"R",0
101587,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101602, 0,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"R",56
101602,10,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"R",56
101602,20,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
101602,30,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101602,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101602,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101648, 0,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
101648,10,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
101648,20,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101648,30,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101675, 0,"R",64,"R",6,"R",8,"R",15,"R",35,"R",0,"R",0
101675,10,"R",64,"R",6,"R",8,"R",15,"R",35,"R",0,"R",0
101675,20,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
101675,30,"R",59,"R",1,"R",8,"R",15,"R",35,"R",0,"R",0
101693, 0,"R",73,"R",11,"R",30,"R",27,"R",4,"R",0,"R",1
101693,10,"R",73,"R",11,"R",30,"R",27,"R",4,"R",0,"R",1
101693,20,"R",12,"R",8,"R",4,"R",0,"R",0,"R",0,"R",0
101693,30,"R",56,"R",3,"R",26,"R",27,"R",0,"R",0,"R",0
101693,40,"R",5,"R",0,"R",0,"R",0,"R",4,"R",0,"R",1
101693,42,"R",5,"R",0,"R",0,"R",0,"R",4,"R",0,"R",1
101709, 0,"R",155,"R",52,"R",42,"R",35,"R",26,"R",0,"R",0
101709,10,"R",155,"R",52,"R",42,"R",35,"R",26,"R",0,"R",0
101709,20,"R",94,"R",52,"R",42,"R",0,"R",0,"R",0,"R",0
101709,30,"R",35,"R",0,"R",0,"R",35,"R",0,"R",0,"R",0
101709,40,"R",26,"R",0,"R",0,"R",0,"R",26,"R",0,"R",0
101709,42,"R",24,"R",0,"R",0,"R",0,"R",24,"R",0,"R",0
101709,43,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
101736, 0,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"R",68
101736,10,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"R",68
101736,20,"R",54,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54
101736,30,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14
101879, 0,"R",296,"R",86,"R",59,"R",90,"R",1,"R",59,"R",1
101879,10,"R",296,"R",86,"R",59,"R",90,"R",1,"R",59,"R",1
101879,20,"R",140,"R",84,"R",55,"R",1,"R",0,"R",0,"R",0
101879,30,"R",92,"R",2,"R",4,"R",86,"R",0,"R",0,"R",0
101879,40,"R",64,"R",0,"R",0,"R",3,"R",1,"R",59,"R",1
101879,41,"R",17,"R",0,"R",0,"R",0,"R",0,"R",17,"R",0
101879,42,"R",47,"R",0,"R",0,"R",3,"R",1,"R",42,"R",1
101879,44,"R",17,"R",0,"R",0,"R",0,"R",0,"R",17,"R",0
101897, 0,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58
101897,10,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58
101897,20,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
101897,30,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18
101912, 0,"R",97,"R",19,"R",32,"R",46,"R",0,"R",0,"R",0
101912,10,"R",97,"R",19,"R",32,"R",46,"R",0,"R",0,"R",0
101912,20,"R",12,"R",10,"R",2,"R",0,"R",0,"R",0,"R",0
101912,30,"R",28,"R",7,"R",13,"R",8,"R",0,"R",0,"R",0
101912,40,"R",57,"R",2,"R",17,"R",38,"R",0,"R",0,"R",0
101912,41,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
101912,42,"R",8,"R",1,"R",5,"R",2,"R",0,"R",0,"R",0
101912,43,"R",48,"R",1,"R",12,"R",35,"R",0,"R",0,"R",0
101912,44,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
101994, 0,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
101994,10,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
101994,20,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
101994,30,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
101994,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101994,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102030, 0,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64
102030,10,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64
102030,20,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37
102030,30,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25
102030,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102030,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102049, 0,"R",372,"R",136,"R",90,"R",119,"R",27,"R",0,"R",0
102049,10,"R",372,"R",136,"R",90,"R",119,"R",27,"R",0,"R",0
102049,20,"R",191,"R",125,"R",64,"R",2,"R",0,"R",0,"R",0
102049,30,"R",79,"R",2,"R",11,"R",66,"R",0,"R",0,"R",0
102049,40,"R",102,"R",9,"R",15,"R",51,"R",27,"R",0,"R",0
102049,42,"R",35,"R",7,"R",9,"R",13,"R",6,"R",0,"R",0
102049,43,"R",67,"R",2,"R",6,"R",38,"R",21,"R",0,"R",0
102067, 0,"R",105,"R",0,"R",0,"R",0,"R",0,"R",0,"R",105
102067,10,"R",105,"R",0,"R",0,"R",0,"R",0,"R",0,"R",105
102067,20,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"R",67
102067,30,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32
102067,40,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
102067,42,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
102076, 0,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41
102076,10,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41
102076,20,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
102076,30,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18
102094, 0,"R",802,"R",164,"R",198,"R",334,"R",105,"R",1,"R",0
102094,10,"R",802,"R",164,"R",198,"R",334,"R",105,"R",1,"R",0
102094,20,"R",253,"R",131,"R",121,"R",1,"R",0,"R",0,"R",0
102094,30,"R",103,"R",4,"R",6,"R",93,"R",0,"R",0,"R",0
102094,40,"R",446,"R",29,"R",71,"R",240,"R",105,"R",1,"R",0
102094,42,"R",446,"R",29,"R",71,"R",240,"R",105,"R",1,"R",0
102234, 0,"R",76,"R",13,"R",28,"R",23,"R",9,"R",0,"R",3
102234,10,"R",76,"R",13,"R",28,"R",23,"R",9,"R",0,"R",3
102234,20,"R",38,"R",13,"R",25,"R",0,"R",0,"R",0,"R",0
102234,30,"R",26,"R",0,"R",3,"R",23,"R",0,"R",0,"R",0
102234,40,"R",12,"R",0,"R",0,"R",0,"R",9,"R",0,"R",3
102234,41,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102234,42,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
102234,44,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102270, 0,"R",47,"R",2,"R",22,"R",13,"R",9,"R",0,"R",1
102270,10,"R",46,"R",2,"R",22,"R",13,"R",9,"R",0,"R",0
102270,20,"R",16,"R",2,"R",13,"R",1,"R",0,"R",0,"R",0
102270,30,"R",30,"R",0,"R",9,"R",12,"R",9,"R",0,"R",0
102270,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102298, 0,"R",35,"R",0,"R",9,"R",21,"R",5,"R",0,"R",0
102298,10,"R",35,"R",0,"R",9,"R",21,"R",5,"R",0,"R",0
102298,20,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0
102298,30,"R",33,"R",0,"R",7,"R",21,"R",5,"R",0,"R",0
102313, 0,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50
102313,10,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50
102313,20,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33
102313,30,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
102368, 0,"R",452,"R",66,"R",129,"R",120,"R",0,"R",135,"R",2
102368,10,"R",452,"R",66,"R",129,"R",120,"R",0,"R",135,"R",2
102368,20,"R",165,"R",61,"R",89,"R",15,"R",0,"R",0,"R",0
102368,30,"R",138,"R",4,"R",38,"R",92,"R",0,"R",4,"R",0
102368,40,"R",149,"R",1,"R",2,"R",13,"R",0,"R",131,"R",2
102368,41,"R",149,"R",1,"R",2,"R",13,"R",0,"R",131,"R",2
102368,45,"R",149,"R",1,"R",2,"R",13,"R",0,"R",131,"R",2
102377, 0,"R",223,"R",58,"R",83,"R",73,"R",9,"R",0,"R",0
102377,10,"R",223,"R",58,"R",83,"R",73,"R",9,"R",0,"R",0
102377,20,"R",109,"R",50,"R",54,"R",5,"R",0,"R",0,"R",0
102377,30,"R",58,"R",1,"R",13,"R",44,"R",0,"R",0,"R",0
102377,40,"R",56,"R",7,"R",16,"R",24,"R",9,"R",0,"R",0
102377,42,"R",56,"R",7,"R",16,"R",24,"R",9,"R",0,"R",0
102395, 0,"R",7,"R",3,"R",1,"R",2,"R",1,"R",0,"R",0
102395,10,"R",7,"R",3,"R",1,"R",2,"R",1,"R",0,"R",0
102395,40,"R",7,"R",3,"R",1,"R",2,"R",1,"R",0,"R",0
102395,41,"R",7,"R",3,"R",1,"R",2,"R",1,"R",0,"R",0
102395,45,"R",7,"R",3,"R",1,"R",2,"R",1,"R",0,"R",0
102429, 0,"R",99,"R",0,"R",0,"R",0,"R",0,"R",0,"R",99
102429,10,"R",99,"R",0,"R",0,"R",0,"R",0,"R",0,"R",99
102429,20,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"R",76
102429,30,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
102553, 0,"R",413,"R",126,"R",89,"R",168,"R",28,"R",0,"R",2
102553,10,"R",413,"R",126,"R",89,"R",168,"R",28,"R",0,"R",2
102553,20,"R",202,"R",125,"R",77,"R",0,"R",0,"R",0,"R",0
102553,30,"R",82,"R",0,"R",6,"R",76,"R",0,"R",0,"R",0
102553,40,"R",129,"R",1,"R",6,"R",92,"R",28,"R",0,"R",2
102553,41,"R",55,"R",0,"R",3,"R",43,"R",9,"R",0,"R",0
102553,42,"R",74,"R",1,"R",3,"R",49,"R",19,"R",0,"R",2
102553,45,"R",55,"R",0,"R",3,"R",43,"R",9,"R",0,"R",0
102614, 0,"R",283,"R",73,"R",78,"R",104,"R",19,"R",0,"R",9
102614,10,"R",279,"R",73,"R",78,"R",104,"R",19,"R",0,"R",5
102614,20,"R",137,"R",70,"R",66,"R",1,"R",0,"R",0,"R",0
102614,30,"R",63,"R",2,"R",6,"R",55,"R",0,"R",0,"R",0
102614,40,"R",79,"R",1,"R",6,"R",48,"R",19,"R",0,"R",5
102614,41,"R",3,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0
102614,42,"R",46,"R",0,"R",2,"R",32,"R",10,"R",0,"R",2
102614,43,"R",30,"R",1,"R",4,"R",14,"R",8,"R",0,"R",3
102614,45,"R",3,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0
102614,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
102632, 0,"R",84,"R",26,"R",19,"R",38,"R",1,"R",0,"R",0
102632,10,"R",84,"R",26,"R",19,"R",38,"R",1,"R",0,"R",0
102632,20,"R",40,"R",26,"R",14,"R",0,"R",0,"R",0,"R",0
102632,30,"R",21,"R",0,"R",2,"R",19,"R",0,"R",0,"R",0
102632,40,"R",23,"R",0,"R",3,"R",19,"R",1,"R",0,"R",0
102632,41,"R",4,"R",0,"R",1,"R",3,"R",0,"R",0,"R",0
102632,42,"R",17,"R",0,"R",2,"R",15,"R",0,"R",0,"R",0
102632,43,"R",2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0
102632,45,"R",4,"R",0,"R",1,"R",3,"R",0,"R",0,"R",0
102669, 0,"R",53,"R",9,"R",19,"R",23,"R",2,"R",0,"R",0
102669,10,"R",53,"R",9,"R",19,"R",23,"R",2,"R",0,"R",0
102669,40,"R",53,"R",9,"R",19,"R",23,"R",2,"R",0,"R",0
102669,41,"R",33,"R",7,"R",17,"R",9,"R",0,"R",0,"R",0
102669,42,"R",18,"R",0,"R",2,"R",14,"R",2,"R",0,"R",0
102669,43,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0
102669,44,"R",33,"R",7,"R",17,"R",9,"R",0,"R",0,"R",0
102845, 0,"R",66,"R",0,"R",0,"R",0,"R",66,"R",0,"R",0
102845,10,"R",66,"R",0,"R",0,"R",0,"R",66,"R",0,"R",0
102845,40,"R",66,"R",0,"R",0,"R",0,"R",66,"R",0,"R",0
102845,41,"R",66,"R",0,"R",0,"R",0,"R",66,"R",0,"R",0
102845,45,"R",66,"R",0,"R",0,"R",0,"R",66,"R",0,"R",0
